StartDate,EndDate,Status,IPAddress,Progress,Duration__in_seconds,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,IC,Time_Vign_male_First_Click,Time_Vign_male_Last_Click,Time_Vign_male_Page_Submit,Time_Vign_male_Click_Count,W_AC_m_1,Ch_LoEf_m_1,Ch_LoEf_m_2,Ch_LoEf_m_3,Ch_LoEf_m_4,Ch_LoEf_m_5,Ch_LoEf_m_6,Ch_LoEf_m_7,Ch_LoEf_m_8,Ch_LoEf_m_9,Ch_LoEf_m_10,Ch_LoEf_m_11,Ch_LoEf_m_12,Ch_LoEf_m_13,Ch_LoEf_m_14,Ch_LoEf_m_15,Ch_HiEf_1,Ch_HiEf_2,Ch_HiEf_3,Ch_HiEf_4,Ch_HiEf_5,Ch_HiEf_6,Ch_HiEf_7,Ch_HiEf_8,Ch_HiEf_9,Ch_HiEf_10,Ch_HiEf_11,Ch_HiEf_12,Ch_HiEf_13,Ch_HiEf_14,Ch_HiEf_15,W_Ef_LoEf_m,W_Ef_HiEf_m,W_Qu_LoEf_m,W_Qu_HiEf_m,W_Dif_LoEf_m,W_Dif_HiEf_m,W_Val_LoEf_m,W_Val_HiEf_m,AC_m_2,Sal_LoEf_1,Sal_HiEf_1,W_Coop_LoEf_m,W_Coop_HiEf_m,Time_Vign_female_First_Click,Time_Vign_female_Last_Click,Time_Vign_female_Page_Submit,Time_Vign_female_Click_Count,W_AC_f_1,Ch_LoEf_f_1,Ch_LoEf_f_2,Ch_LoEf_f_3,Ch_LoEf_f_4,Ch_LoEf_f_5,Ch_LoEf_f_6,Ch_LoEf_f_7,Ch_LoEf_f_8,Ch_LoEf_f_9,Ch_LoEf_f_10,Ch_LoEf_f_11,Ch_LoEf_f_12,Ch_LoEf_f_13,Ch_LoEf_f_14,Ch_LoEf_f_15,Ch_HiEf_1.0,Ch_HiEf_2.0,Ch_HiEf_3.0,Ch_HiEf_4.0,Ch_HiEf_5.0,Ch_HiEf_6.0,Ch_HiEf_7.0,Ch_HiEf_8.0,Ch_HiEf_9.0,Ch_HiEf_10.0,Ch_HiEf_11.0,Ch_HiEf_12.0,Ch_HiEf_13.0,Ch_HiEf_14.0,Ch_HiEf_15.0,W_Ef_LoEf_f,W_Ef_HiEf_f,W_Qu_LoEf_f,W_Qu_HiEf_f,W_Dif_LoEf_f,W_Dif_HiEf_f,W_Val_LoEf_f,W_Val_HiEf_f,W_AC_f_2,W_Sal_LoEf_f_1,W_Sal_HiEf_f_1,W_Coop_LoEf_f,W_Coop_HiEf_f,Age,Gen,Gen_3_TEXT,Nat,Cou,Lan,Edu,Lad,FB,SC0
2024-09-16 15:57:38,2024-09-16 15:57:38,2,,100,0,1,2024-09-16 15:57:38,R_0JoLEsNadhpK50i,,,,,,,test,,1,8.01,8.27,8.49,25,5,7,7,6,4,1,4,5,4,6,2,7,6,1,4,7,1,1,6,6,7,1,4,6,2,4,4,7,6,2,1,3,6,1,2,4,6,4,6,3,26,33,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,,TEXT,TEXT,2,5,10,"Leo, pretium ullamcorper duis culpa pellentesque gravida sed! Scelerisque scelerisque.",188
2024-09-16 15:57:38,2024-09-16 15:57:38,2,,100,0,1,2024-09-16 15:57:38,R_3yIMotNooJHAJnM,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46,9.98,9.01,41,2,5,5,3,4,4,6,6,3,4,4,1,2,7,5,2,5,4,3,5,4,1,4,1,7,4,3,4,2,1,7,5,3,3,5,6,6,7,2,6,34,33,6,5,108,2,,TEXT,TEXT,1,3,9,Fermentum eros sem vivamus nibh porta laoreet eget mauris porta.,177
2024-09-16 15:57:39,2024-09-16 15:57:39,2,,100,0,1,2024-09-16 15:57:39,R_0wHG0FlYmycB5qK,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,4.35,9.99,40,6,6,3,2,1,7,2,2,2,1,5,5,1,4,1,5,2,4,7,1,2,3,2,2,1,7,2,1,4,2,3,5,4,1,1,5,5,2,3,1,17,18,7,2,75,3,Cras arcu. Pede mi velit sed non commodo natoque volutpat molestie.,TEXT,TEXT,2,4,6,Laoreet orci laoreet wisi dolorem luctus integer! Dolor accusamus curabitur accumsan justo.,139
2024-09-16 15:57:39,2024-09-16 15:57:39,2,,100,0,1,2024-09-16 15:57:39,R_0BS1FxzCeBAXuUm,,,,,,,test,,1,4.29,7.96,4.58,4,2,7,6,1,4,3,1,3,2,5,5,5,3,7,6,4,4,6,6,6,1,5,7,4,1,2,1,2,4,4,2,4,7,1,2,6,1,6,3,5,17,24,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2,,TEXT,TEXT,4,6,1,Eros et suspendisse ipsum! Vivamus convallis magnis sem? Euismod massa nunc.,168
2024-09-16 15:57:39,2024-09-16 15:57:39,2,,100,0,1,2024-09-16 15:57:39,R_3f51fbF0KGAv0IS,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93,7.47,9.41,7,5,1,4,3,3,1,5,4,6,1,5,1,6,3,1,3,3,7,2,4,1,3,3,1,4,5,2,5,7,1,1,7,3,4,3,2,7,5,5,5,19,19,7,5,78,3,At! A? Aliquet leo temporibus ridiculus molestie. Culpa? Vel sed metus.,TEXT,TEXT,2,9,4,Enim augue massa viverra wisi tincidunt pede ligula mauris placerat.,161
2024-09-16 15:57:39,2024-09-16 15:57:39,2,,100,0,1,2024-09-16 15:57:39,R_bBFdh4JX2V0dejs,,,,,,,test,,1,6.1,9.45,9.93,27,6,3,7,3,6,7,2,1,1,7,3,2,2,6,5,1,1,7,3,2,5,4,7,2,6,6,2,2,5,3,6,1,7,3,7,5,4,3,6,3,33,14,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,,TEXT,TEXT,3,8,9,Blandit eleifend. Velit mi sagittis tortor tellus molestie risus malesuada? Curabitur augue.,184
2024-09-16 15:57:39,2024-09-16 15:57:40,2,,100,1,1,2024-09-16 15:57:40,R_cZaCuq7QIatzvyS,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71,9.96,10,1,6,4,1,4,5,4,4,1,2,5,2,3,3,7,6,5,5,7,1,7,2,7,5,4,1,1,2,4,3,7,5,6,5,1,1,6,4,2,4,7,26,18,2,3,74,1,,TEXT,TEXT,1,6,5,Eget vulputate pellentesque cras euismod! Orci leo consectetuer facilisis mi molestie? Venenatis! Aliquet orci imperdiet.,173
2024-09-16 15:57:40,2024-09-16 15:57:40,2,,100,0,1,2024-09-16 15:57:40,R_8eTEmdqWf4stjJs,,,,,,,test,,1,0.6,7.25,4.5,40,4,7,3,3,2,7,1,1,2,1,6,6,1,7,6,7,5,2,1,5,3,3,3,1,4,3,7,1,3,3,2,4,2,3,3,5,4,4,1,5,23,35,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,1,,TEXT,TEXT,3,7,2,"Venenatis iaculis! Purus accusamus, a curabitur, platea platea maecenas nulla elit gravida ipsum, facilisis integer.",155
2024-09-16 15:57:40,2024-09-16 15:57:40,2,,100,0,1,2024-09-16 15:57:40,R_dgJOziHnCWrrbUi,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.54,9.04,9.71,35,3,4,6,5,5,7,6,1,5,6,4,1,2,6,2,5,2,2,2,6,5,4,6,1,5,5,1,1,3,1,5,5,4,3,3,1,7,5,2,4,18,25,7,2,94,2,,TEXT,TEXT,1,1,6,Eget pede mauris! Dapibus neque. Convallis placerat rutrum magnis odio. Convallis. Risus risus dignissim risus.,162
2024-09-16 15:57:40,2024-09-16 15:57:40,2,,100,0,1,2024-09-16 15:57:40,R_8nMR6XHJOadH0hg,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68,7.16,6.86,5,2,4,3,3,2,5,2,5,3,2,7,2,2,3,6,3,3,7,5,5,5,4,6,7,1,3,1,4,6,4,3,2,3,2,1,2,7,1,1,5,29,12,7,3,93,2,,TEXT,TEXT,3,3,10,"Dignissim arcu venenatis risus consequat nunc, viverra proin pellentesque diam.",161
2024-09-16 15:57:40,2024-09-16 15:57:41,2,,100,1,1,2024-09-16 15:57:41,R_0eo4wPwjVgHwq6q,,,,,,,test,,1,6.4,7.72,8.19,23,5,1,5,7,6,4,4,6,5,5,4,5,2,5,7,1,6,7,7,4,5,7,6,5,3,7,6,6,5,6,5,6,3,3,5,2,6,7,4,3,17,23,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,2,,TEXT,TEXT,2,6,10,Lorem scelerisque ab? Ligula id. Accusamus mi ligula! Diam risus eros augue. Iaculis.,217
2024-09-16 15:57:41,2024-09-16 15:57:41,2,,100,0,1,2024-09-16 15:57:41,R_bapGVu2ogoy37Ku,,,,,,,test,,1,5.89,6.8,5.99,2,5,3,6,4,3,6,5,1,3,1,7,5,4,3,6,4,3,3,5,5,5,4,7,1,4,4,2,3,4,4,6,5,7,7,3,1,1,3,4,1,21,27,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,1,,TEXT,TEXT,2,9,9,Faucibus cursus nullam. Pellentesque consectetuer. Rutrum ullamcorper dignissim tempus orci.,180
2024-09-16 15:57:41,2024-09-16 15:57:41,2,,100,0,1,2024-09-16 15:57:41,R_3rVeiO0EgE38ZLw,,,,,,,test,,1,3.36,7.54,7.32,21,7,1,6,7,6,4,6,1,2,1,7,4,4,2,5,2,1,5,7,4,1,1,4,5,5,3,7,3,3,4,7,7,3,1,2,1,3,6,3,7,35,20,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,3,"Diam non. Phasellus proin suscipit, luctus ab imperdiet elit? Sit dignissim. Magnis.",TEXT,TEXT,2,1,3,Elementum sollicitudin. Sagittis leo. Phasellus porttitor sed rutrum tempor natoque vestibulum tempora scelerisque vel.,168
2024-09-16 15:57:41,2024-09-16 15:57:41,2,,100,0,1,2024-09-16 15:57:42,R_9YMe979YzJ2vZps,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.31,9.58,7.86,14,5,4,1,4,4,3,4,5,1,1,6,1,2,3,4,2,5,3,6,5,1,1,6,3,5,6,2,4,2,7,2,2,2,4,6,4,1,5,2,3,36,32,2,1,67,3,"Erat vivamus purus dui sollicitudin dapibus euismod malesuada est, platea rutrum posuere sodales culpa.",TEXT,TEXT,4,2,6,"Malesuada. Auctor sed suspendisse pharetra imperdiet. Morbi? Porttitor sit accumsan volutpat in a, facilisi platea.",153
2024-09-16 15:57:42,2024-09-16 15:57:42,2,,100,0,1,2024-09-16 15:57:42,R_5tETqjH9UP6IccK,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52,9.14,9.11,25,3,5,4,5,3,3,5,2,5,7,1,2,5,5,3,2,4,7,7,6,5,4,4,7,7,7,2,6,3,4,7,6,6,1,1,1,6,5,1,5,27,33,3,6,107,3,Praesent at luctus et eget! Gravida risus velit atque consequat? Nunc ab.,TEXT,TEXT,3,4,6,"Maecenas consectetuer temporibus pede luctus ullamcorper, tempora. Risus porta augue.",189
2024-09-16 15:57:42,2024-09-16 15:57:42,2,,100,0,1,2024-09-16 15:57:42,R_bHlwldgwxsaMRjo,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,6.32,2.04,3,2,1,3,3,7,1,1,1,4,7,4,1,4,3,6,5,4,5,2,5,5,4,2,4,5,4,4,5,5,5,2,7,4,2,4,3,2,1,2,6,16,17,1,4,113,3,Pellentesque pharetra eget faucibus suscipit. Nibh tempor natoque. Eu ridiculus culpa.,TEXT,TEXT,2,5,6,Eleifend temporibus sagittis leo dolorem potenti phasellus metus ligula wisi ultrices posuere.,162
2024-09-16 15:57:42,2024-09-16 15:57:42,2,,100,0,1,2024-09-16 15:57:42,R_2a5XM8MxK39QarA,,,,,,,test,,1,8.15,9.45,8.69,7,4,3,6,1,1,1,3,1,5,1,2,5,5,2,5,5,5,1,2,7,7,1,6,7,2,7,1,1,5,2,4,5,5,3,4,3,3,2,3,6,24,14,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3,Justo! Mattis fringilla neque vel luctus. Vivamus integer curabitur nonummy dolor etiam at luctus sagittis.,TEXT,TEXT,3,5,1,"Sapien velit, aliquam, maecenas suspendisse vitae mauris quis id sodales et.",155
2024-09-16 15:57:43,2024-09-16 15:57:43,2,,100,0,1,2024-09-16 15:57:43,R_cD6l9z7trrppKFo,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,4.84,9.42,25,5,4,1,4,3,2,5,1,5,4,3,1,6,5,4,4,7,3,1,7,7,2,6,3,4,6,5,3,1,4,5,3,7,6,3,2,2,6,7,6,20,18,4,4,93,2,,TEXT,TEXT,2,1,4,Suscipit sapien dictumst sollicitudin vel amet dignissim etiam etiam tempus velit accusamus! Dapibus ante duis.,173
2024-09-16 15:57:43,2024-09-16 15:57:43,2,,100,0,1,2024-09-16 15:57:43,R_3JEsqtLYkMuiHe6,,,,,,,test,,1,0.77,9.97,3.74,9,5,6,5,2,3,6,2,4,7,7,5,7,1,3,2,3,1,7,4,6,3,7,1,3,2,6,6,6,2,1,1,2,2,2,6,7,4,5,4,4,23,13,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,4,,TEXT,TEXT,1,6,8,Euismod? Volutpat praesent bibendum mauris potenti velit potenti aliquet vitae enim! Sapien nullam! Ultrices rutrum.,180
2024-09-16 15:57:43,2024-09-16 15:57:43,2,,100,0,1,2024-09-16 15:57:43,R_06wCZCXVDCyfiVE,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67,8.71,5.7,41,3,1,5,4,4,3,5,6,7,1,4,7,5,6,2,4,1,4,2,5,3,7,4,2,3,4,3,2,4,7,1,5,7,1,2,2,6,2,2,2,36,24,7,6,51,4,,TEXT,TEXT,3,8,9,"Ligula culpa eget nonummy auctor dignissim venenatis, venenatis? Gravida vulputate.",173
2024-09-16 15:57:43,2024-09-16 15:57:43,2,,100,0,1,2024-09-16 15:57:43,R_1FTfnMGBm2NEt1A,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66,8.6,8.29,32,6,1,4,4,3,3,1,4,1,2,7,4,1,3,5,3,7,3,3,6,4,7,1,3,7,5,4,3,2,6,2,6,4,3,5,6,7,1,6,7,18,31,5,1,55,3,"Pharetra lorem leo etiam, dui quis et dolorem est temporibus! Sagittis tortor.",TEXT,TEXT,3,8,6,Fusce turpis dui consectetuer natoque dignissim ridiculus convallis? Vel molestie risus? Orci dui.,181
2024-09-16 15:57:43,2024-09-16 15:57:44,2,,100,1,1,2024-09-16 15:57:44,R_5vzbmwMgxToFZEG,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02,9.88,3.35,8,7,3,7,3,7,6,6,3,3,6,6,2,4,2,4,3,3,6,1,6,1,5,1,7,6,1,4,7,3,5,2,1,3,6,1,7,3,6,5,4,13,27,7,3,100,1,,TEXT,TEXT,3,2,9,Quis tincidunt! Arcu! Nunc venenatis praesent temporibus? Quis facilisis platea culpa pede aliquam.,182
2024-09-16 15:57:44,2024-09-16 15:57:44,2,,100,0,1,2024-09-16 15:57:44,R_24Dceqo39OhgSPA,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,7.81,8.05,26,2,1,3,4,6,4,5,3,3,2,3,7,6,3,4,4,3,2,2,1,5,3,6,2,7,7,6,2,7,2,7,4,6,4,1,7,3,4,1,5,22,14,7,5,65,3,"Dapibus atque eleifend augue, nulla! Interdum cursus. Faucibus accusamus. Fringilla.",TEXT,TEXT,1,6,4,Auctor fermentum. Augue ante! Augue? Sit accusamus. Massa blandit porttitor sit potenti. Augue tortor.,172
2024-09-16 15:57:44,2024-09-16 15:57:44,2,,100,0,1,2024-09-16 15:57:44,R_e37c9Um57KWipa6,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.66,9.51,8.85,46,4,6,6,4,4,5,7,6,6,6,4,7,1,4,4,5,4,7,7,4,2,2,1,2,5,5,5,6,5,5,3,6,5,5,3,3,6,7,4,1,34,27,5,7,103,2,,TEXT,TEXT,4,7,8,"Vestibulum imperdiet. Magna mattis nec, nec maecenas turpis gravida! Pellentesque accusamus.",204
2024-09-16 15:57:44,2024-09-16 15:57:44,2,,100,0,1,2024-09-16 15:57:44,R_dnaeRcQnKBGsSXA,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24,7.25,8.97,42,6,2,6,6,2,5,1,2,6,4,4,5,6,5,2,4,7,7,3,7,5,6,2,1,3,2,6,4,4,2,7,1,7,2,2,3,7,1,1,6,21,33,5,4,112,2,,TEXT,TEXT,3,2,7,Enim placerat nullam fermentum massa lorem rutrum tempora velit accumsan wisi enim.,177
2024-09-16 15:57:44,2024-09-16 15:57:45,2,,100,1,1,2024-09-16 15:57:45,R_aabO2nx9tFYM126,,,,,,,test,,1,3.47,7.71,3.97,1,3,3,1,2,5,5,2,3,3,6,6,4,5,6,4,7,5,2,3,6,4,3,7,4,7,5,2,4,3,3,6,2,2,4,3,1,2,6,2,2,18,35,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,1,,TEXT,TEXT,2,4,5,Posuere vulputate sem porta elit consequat lorem iaculis rhoncus elementum. Curabitur.,166
2024-09-16 15:57:45,2024-09-16 15:57:45,2,,100,0,1,2024-09-16 15:57:45,R_eL14dwDrNlzWUgC,,,,,,,test,,1,1.56,2.34,3.79,1,6,7,1,7,7,3,4,1,5,5,5,2,7,7,7,3,3,5,3,3,3,7,4,7,7,6,5,4,7,1,2,1,5,6,1,6,1,7,1,1,35,19,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,4,,TEXT,TEXT,3,5,5,Nonummy est gravida vitae eu accumsan tempora in risus dui.,191
2024-09-16 15:57:45,2024-09-16 15:57:45,2,,100,0,1,2024-09-16 15:57:45,R_9GHplumMfYR0V3U,,,,,,,test,,1,6.53,7.55,7.99,15,1,3,3,3,7,3,3,5,1,2,4,6,4,4,2,3,5,2,4,5,4,4,1,2,6,3,4,2,6,3,2,6,3,2,5,4,6,3,7,3,28,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,4,,TEXT,TEXT,2,2,3,"Euismod ligula vehicula ligula, non dolor nullam lectus mattis sem nunc ultrices ab ac. Temporibus.",158
2024-09-16 15:57:45,2024-09-16 15:57:45,2,,100,0,1,2024-09-16 15:57:45,R_9XpMSBDphLhjBXM,,,,,,,test,,1,1.32,7.46,7.03,37,6,5,5,6,7,3,2,7,3,2,7,5,2,4,2,5,6,2,5,3,2,1,2,2,4,2,1,2,2,4,5,2,5,6,7,6,7,5,4,1,22,24,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,,TEXT,TEXT,2,1,9,Luctus in pretium! Sodales nec elementum eleifend aliquam. Magna ab rutrum est turpis tincidunt sollicitudin.,171
2024-09-16 15:57:45,2024-09-16 15:57:46,2,,100,1,1,2024-09-16 15:57:46,R_3UTuy78UtXR1xYO,,,,,,,test,,1,7.93,9.53,8.59,12,3,6,2,4,7,7,6,2,1,1,3,5,6,1,5,6,7,4,1,5,4,7,3,2,2,5,1,6,1,7,6,2,5,2,2,7,7,1,6,1,27,28,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,4,,TEXT,TEXT,4,8,4,"Odio primis? Diam, volutpat nec ante faucibus velit interdum turpis massa.",180
2024-09-16 15:57:46,2024-09-16 15:57:46,2,,100,0,1,2024-09-16 15:57:46,R_cGdOAz85chtetdc,,,,,,,test,,1,8.46,9.71,9.54,19,1,6,7,3,6,5,3,4,1,3,3,4,3,6,3,1,3,3,4,1,4,5,5,6,7,2,3,3,7,2,2,5,3,1,5,1,5,7,2,3,20,17,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,,TEXT,TEXT,1,6,10,Tempora nibh et euismod id? Leo pellentesque metus viverra sem cursus. Vel magnis.,168
2024-09-16 15:57:46,2024-09-16 15:57:46,2,,100,0,1,2024-09-16 15:57:46,R_7OnMWyTqMwKhpMa,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.13,9.64,8.64,38,4,1,5,2,6,2,6,1,6,6,3,6,3,1,2,6,5,2,2,7,1,7,2,4,4,2,6,7,5,4,6,6,3,2,7,6,1,3,4,4,25,16,5,3,71,4,,TEXT,TEXT,3,3,10,Blandit mi justo aliquet tempus consequat natoque ultricies montes volutpat. Pretium natoque? Culpa.,181
2024-09-16 15:57:46,2024-09-16 15:57:46,2,,100,0,1,2024-09-16 15:57:46,R_3VkIERWl2ApWjEG,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97,9.15,9.65,26,5,4,5,2,5,3,2,2,6,7,4,5,1,7,7,7,1,5,6,7,7,4,1,3,4,6,6,4,2,4,5,2,2,6,7,4,7,1,7,6,14,20,6,3,91,4,,TEXT,TEXT,4,1,1,Velit lorem pede natoque. Erat. Mi tempor nunc enim justo ultrices.,190
2024-09-16 15:57:46,2024-09-16 15:57:46,2,,100,0,1,2024-09-16 15:57:47,R_daFxaZBJuvqjCnk,,,,,,,test,,1,2.52,5.65,2.86,30,6,7,7,2,7,2,1,6,6,2,1,1,6,1,6,4,2,1,4,6,6,4,7,7,7,6,5,2,6,6,7,3,5,5,7,2,6,1,1,3,14,34,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3,Vestibulum sapien euismod platea sem. Metus. Lacus bibendum aliquet tortor dolor! Pellentesque. Eros aliquam culpa.,TEXT,TEXT,1,1,5,Tincidunt urna. Dictumst scelerisque orci accusamus montes dolor temporibus eleifend amet.,185
2024-09-16 15:57:47,2024-09-16 15:57:47,2,,100,0,1,2024-09-16 15:57:47,R_bCpzsPNzNulCrR4,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.51,9.1,9.51,47,6,5,5,7,3,2,6,2,4,6,6,5,7,7,2,3,7,7,3,4,2,5,5,1,2,3,5,2,2,5,4,6,5,6,1,1,6,3,2,2,32,29,2,6,64,4,,TEXT,TEXT,1,6,4,"Justo donec orci imperdiet tempor cursus metus consectetuer ac sem leo platea vitae, porta.",181
2024-09-16 15:57:47,2024-09-16 15:57:47,2,,100,0,1,2024-09-16 15:57:47,R_1SuiWZFySibxrkW,,,,,,,test,,1,6.32,8.46,8.68,0,1,1,2,3,6,2,4,7,7,4,6,7,6,3,7,4,5,1,5,3,1,1,3,2,2,6,1,3,6,4,4,6,7,3,1,3,5,6,6,4,14,21,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,2,,TEXT,TEXT,1,8,3,"Turpis tincidunt. Luctus interdum vehicula. Aenean rhoncus fringilla etiam lacus, tempora tempus quis maecenas faucibus.",173
2024-09-16 15:57:47,2024-09-16 15:57:47,2,,100,0,1,2024-09-16 15:57:47,R_bJJUONLAClN05GS,,,,,,,test,,1,5.47,7.32,9.24,27,2,1,5,5,1,2,2,7,7,3,5,3,4,5,4,7,2,7,3,7,3,7,7,7,7,5,2,5,1,5,2,3,1,7,1,2,7,4,4,2,22,13,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,4,,TEXT,TEXT,1,9,10,"Dictumst sem, imperdiet dapibus vel ullamcorper? Primis est velit. Tempor erat.",189
2024-09-16 15:57:47,2024-09-16 15:57:47,2,,100,0,1,2024-09-16 15:57:48,R_6XcYQMLchgwXifk,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,6.13,5.54,38,1,4,5,2,5,7,2,4,5,3,6,1,6,6,4,4,7,6,3,5,3,4,4,6,4,6,5,2,3,1,6,3,2,6,7,1,6,2,6,5,23,36,4,5,101,3,Orci sapien facilisis. Primis arcu aenean fusce pretium bibendum eros ullamcorper.,TEXT,TEXT,2,7,5,Massa massa urna proin neque temporibus sodales pellentesque posuere facilisis pede dolorem.,186
2024-09-16 15:57:48,2024-09-16 15:57:48,2,,100,0,1,2024-09-16 15:57:48,R_1zBpTBGZbGhRszk,,,,,,,test,,1,3.38,9.09,5.83,5,1,7,4,4,2,3,5,5,5,3,7,5,7,3,7,7,6,2,5,5,7,5,1,7,3,6,2,2,7,7,7,6,6,3,2,6,7,7,6,5,27,16,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,4,,TEXT,TEXT,2,9,8,"Sed pretium metus egestas, enim? Diam purus odio. Est. Laoreet. Accusamus.",219
2024-09-16 15:57:48,2024-09-16 15:57:48,2,,100,0,1,2024-09-16 15:57:48,R_eXQwK2O135oZ7kW,,,,,,,test,,1,0.02,4.96,5.22,33,2,3,5,5,5,5,4,4,6,6,5,1,4,3,7,1,3,6,4,5,6,4,4,4,2,7,3,2,6,6,3,3,6,7,1,1,3,3,5,4,31,29,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,2,,TEXT,TEXT,2,4,9,"Massa sagittis, dui venenatis mattis nunc tempor metus curabitur viverra.",182
2024-09-16 15:57:48,2024-09-16 15:57:48,2,,100,0,1,2024-09-16 15:57:48,R_8nYyUPcMDXLBbgO,,,,,,,test,,1,8.48,9.38,9.04,24,3,7,6,1,3,1,6,5,7,7,7,3,4,4,2,7,1,4,5,7,6,2,1,5,1,2,3,5,4,6,3,4,1,7,6,5,6,6,5,6,32,16,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,2,,TEXT,TEXT,4,6,6,"Magna, tempus eros! Vestibulum vel? Culpa quam arcu. Tellus accumsan in praesent tempus atque.",193
